id,Target
2142,10.98
2143,9.0
2144,10.48
2145,7.55
2146,8.45
2147,11.72
2148,10.15
2149,9.66
2150,6.71
2151,9.17
2152,10.23
2153,9.37
2154,10.44
2155,9.1
2156,10.49
2157,7.54
2158,11.52
2159,14.81
2160,4.22
2161,5.51
2162,6.56
2163,5.32
2164,13.34
2165,13.6
2166,8.79
2167,8.75
2168,11.27
2169,9.0
2170,9.92
2171,12.27
2172,8.67
2173,3.55
2174,8.03
2175,10.84
2176,12.24
2177,5.6
2178,6.92
2179,7.22
2180,9.72
2181,10.21
2182,12.52
2183,12.59
2184,10.87
2185,11.4
2186,9.76
2187,9.59
2188,8.63
2189,9.23
2190,12.06
2191,5.29
2192,6.65
2193,10.67
2194,10.11
2195,4.17
2196,10.57
2197,9.32
2198,4.1
2199,10.99
2200,9.36
2201,10.98
2202,9.65
2203,10.25
2204,11.91
2205,11.18
2206,8.16
2207,6.93
2208,9.41
2209,9.58
2210,7.55
2211,12.88
2212,9.03
2213,8.56
2214,11.75
2215,6.83
2216,6.46
2217,9.54
2218,11.83
2219,14.32
2220,10.54
2221,8.37
2222,13.76
2223,11.11
2224,8.79
2225,9.6
2226,10.72
2227,5.16
2228,9.64
2229,11.97
2230,12.05
2231,10.58
2232,18.44
2233,3.75
2234,8.67
2235,11.05
2236,8.64
2237,11.08
2238,10.6
2239,6.11
2240,12.68
2241,8.39
2242,4.23
2243,9.92
2244,10.29
2245,11.08
2246,7.81
2247,9.83
2248,5.28
2249,5.95
2250,10.16
2251,10.27
2252,7.44
2253,12.49
2254,11.5
2255,9.13
2256,9.01
2257,11.04
2258,6.79
2259,7.58
2260,10.17
2261,5.73
2262,9.09
2263,8.53
2264,8.46
2265,9.44
2266,8.53
2267,9.67
2268,11.29
2269,8.58
2270,5.53
2271,10.47
2272,13.46
2273,7.5
2274,8.73
2275,7.97
2276,10.09
2277,11.28
2278,11.39
2279,11.62
2280,11.35
2281,8.84
2282,9.52
2283,10.05
2284,7.7
2285,9.88
2286,11.87
2287,8.42
2288,10.8
2289,9.9
2290,7.3
2291,12.37
2292,8.32
2293,10.8
2294,5.13
2295,6.78
2296,9.95
2297,10.29
2298,10.21
2299,11.82
2300,8.4
2301,11.51
2302,9.69
2303,8.96
2304,14.78
2305,9.41
2306,8.94
2307,12.69
2308,10.12
2309,10.33
2310,12.75
2311,6.06
2312,4.97
2313,4.13
2314,13.41
2315,12.61
2316,14.62
2317,4.42
2318,10.68
2319,9.41
2320,8.79
2321,10.84
2322,5.69
2323,7.06
2324,11.87
2325,11.36
2326,9.98
2327,8.97
2328,8.47
2329,5.44
2330,9.19
2331,9.43
2332,10.52
2333,11.28
2334,11.33
2335,4.18
2336,9.17
2337,10.83
2338,10.63
2339,9.15
2340,10.81
2341,11.01
2342,10.53
2343,5.81
2344,11.09
2345,10.02
2346,10.09
2347,10.42
2348,8.74
2349,6.75
2350,9.28
2351,10.4
2352,12.34
2353,8.79
2354,10.36
2355,6.78
2356,11.89
2357,9.43
2358,10.57
2359,11.27
2360,5.94
2361,8.9
2362,10.36
2363,10.71
2364,11.47
2365,12.16
2366,10.01
2367,7.8
2368,9.6
2369,11.23
2370,6.58
2371,10.06
2372,9.65
2373,9.24
2374,5.37
2375,9.37
2376,8.33
2377,11.43
2378,7.8
2379,8.52
2380,7.5
2381,13.57
2382,13.01
2383,6.33
2384,9.22
2385,8.94
2386,13.05
2387,9.96
2388,10.23
2389,8.81
2390,7.15
2391,9.4
2392,11.32
2393,9.18
2394,9.38
2395,9.78
2396,5.65
2397,10.1
2398,10.37
2399,11.02
2400,9.04
2401,9.64
2402,10.0
2403,10.24
2404,10.41
2405,12.04
2406,10.02
2407,12.65
2408,12.31
2409,10.09
2410,9.74
2411,8.89
2412,9.47
2413,10.7
2414,8.3
2415,9.19
2416,10.16
2417,12.22
2418,7.38
2419,7.04
2420,8.2
2421,10.53
2422,8.07
2423,14.25
2424,8.9
2425,9.55
2426,11.8
2427,11.08
2428,10.28
2429,10.15
2430,16.32
2431,10.05
2432,7.06
2433,11.23
2434,5.21
2435,6.75
2436,6.85
2437,8.79
2438,9.29
2439,9.93
2440,10.4
2441,10.64
2442,10.89
2443,11.28
2444,10.52
2445,10.17
2446,12.14
2447,9.16
2448,12.03
2449,10.03
2450,10.6
2451,10.97
2452,10.69
2453,10.14
2454,15.27
2455,10.37
2456,10.09
2457,10.5
2458,10.68
2459,7.0
2460,8.12
2461,14.86
2462,9.81
2463,13.13
2464,7.75
2465,15.26
2466,11.49
2467,7.85
2468,6.57
2469,10.25
2470,10.97
2471,13.49
2472,11.57
2473,12.5
2474,7.66
2475,9.92
2476,8.02
2477,7.04
2478,13.2
2479,9.72
2480,12.71
2481,12.4
2482,9.12
2483,9.63
2484,9.3
2485,7.99
2486,10.97
2487,17.92
2488,10.3
2489,10.0
2490,8.47
2491,8.64
2492,10.03
2493,7.44
2494,8.69
2495,9.26
2496,10.29
2497,10.39
2498,10.7
2499,5.87
2500,10.85
2501,10.98
2502,14.84
2503,11.05
2504,11.47
2505,9.51
2506,7.57
2507,9.94
2508,15.07
2509,14.72
2510,11.1
2511,11.43
2512,9.39
2513,10.2
2514,8.2
2515,9.26
2516,8.93
2517,10.63
2518,7.26
2519,6.63
2520,10.95
2521,8.76
2522,6.89
2523,11.08
2524,9.2
2525,4.32
2526,10.27
2527,13.6
2528,7.89
2529,9.16
2530,10.66
2531,7.83
2532,7.35
2533,7.59
2534,8.2
2535,7.7
2536,10.0
2537,8.93
2538,11.29
2539,10.37
2540,15.2
2541,14.32
2542,8.61
2543,9.32
2544,13.06
2545,12.77
2546,10.75
2547,9.58
2548,8.08
2549,14.34
2550,9.49
2551,8.58
2552,7.59
2553,9.11
2554,6.29
2555,9.06
2556,15.04
2557,10.38
2558,11.53
2559,7.61
2560,5.71
2561,8.44
2562,8.82
2563,11.19
2564,6.2
2565,10.49
2566,4.18
2567,10.51
2568,11.6
2569,10.83
2570,9.78
2571,9.31
2572,9.97
2573,10.11
2574,12.16
2575,11.34
2576,13.41
2577,10.12
2578,7.1
2579,10.76
2580,5.38
2581,7.73
2582,10.56
2583,9.72
2584,9.31
2585,8.29
2586,10.89
2587,9.86
2588,12.47
2589,13.45
2590,11.24
2591,10.29
2592,9.39
2593,10.88
2594,12.95
2595,8.75
2596,8.47
2597,11.08
2598,8.61
2599,12.19
2600,9.9
2601,6.02
2602,10.99
2603,13.48
2604,14.58
2605,9.85
2606,10.27
2607,10.83
2608,7.38
2609,11.12
2610,9.9
2611,7.55
2612,5.59
2613,6.41
2614,10.58
2615,11.49
2616,7.2
2617,12.1
2618,10.85
2619,12.26
2620,10.2
2621,14.57
2622,11.31
2623,7.44
2624,7.59
2625,6.63
2626,8.86
2627,12.65
2628,10.24
2629,5.2
2630,12.31
2631,12.42
2632,8.99
2633,15.51
2634,11.46
2635,9.1
2636,10.21
2637,8.52
2638,8.27
2639,8.38
2640,9.9
2641,9.72
2642,10.58
2643,8.3
2644,12.52
2645,10.91
2646,11.01
2647,5.17
2648,12.43
2649,11.2
2650,10.97
2651,8.59
2652,6.45
2653,11.68
2654,12.56
2655,5.69
2656,8.96
2657,10.24
2658,4.29
2659,9.34
2660,14.56
2661,6.95
2662,11.25
2663,10.15
2664,11.02
2665,4.09
2666,10.36
2667,9.12
2668,9.94
2669,14.65
2670,9.52
2671,9.7
2672,16.22
2673,9.13
2674,14.8
2675,8.56
2676,9.38
2677,10.89
2678,11.37
2679,10.28
2680,6.19
2681,5.35
2682,9.68
2683,7.82
2684,9.7
2685,10.41
2686,12.92
2687,10.13
2688,6.72
2689,11.87
2690,9.69
2691,11.87
2692,9.98
2693,10.85
2694,10.87
2695,10.64
2696,6.9
2697,7.86
2698,9.52
2699,5.7
2700,12.06
2701,9.88
2702,6.95
2703,11.86
2704,14.26
2705,10.99
2706,10.02
2707,10.16
2708,11.05
2709,12.69
2710,11.01
2711,11.77
2712,11.41
2713,8.62
2714,9.57
2715,10.3
2716,10.84
2717,14.01
2718,11.27
2719,10.01
2720,8.69
2721,10.0
2722,13.79
2723,15.15
2724,9.56
2725,15.8
2726,9.62
2727,12.48
2728,14.6
2729,7.38
2730,13.76
2731,9.76
2732,5.29
2733,10.4
2734,9.16
2735,10.39
2736,11.6
2737,7.05
2738,10.58
2739,6.66
2740,8.23
2741,7.86
2742,9.8
2743,10.44
2744,7.7
2745,11.42
2746,9.61
2747,10.73
2748,12.15
2749,9.4
2750,12.45
2751,10.31
2752,15.06
2753,11.48
2754,10.67
2755,10.71
2756,9.03
2757,10.35
2758,8.45
2759,8.36
2760,8.71
2761,8.49
2762,10.39
2763,7.66
2764,9.41
2765,11.74
2766,12.27
2767,15.09
2768,10.82
2769,10.54
2770,10.37
2771,10.32
2772,10.0
2773,9.27
2774,8.52
2775,12.06
2776,10.69
2777,10.54
2778,8.92
2779,6.45
2780,8.9
2781,13.89
2782,10.43
2783,9.22
2784,9.85
2785,9.85
2786,6.9
2787,12.09
2788,12.74
2789,11.3
2790,12.32
2791,8.38
2792,15.16
2793,12.84
2794,9.62
2795,9.16
2796,8.13
2797,8.56
2798,10.92
2799,11.41
2800,9.4
2801,9.19
2802,12.43
2803,12.48
2804,10.14
2805,9.33
2806,9.91
2807,11.34
2808,9.81
2809,10.33
2810,9.66
2811,13.75
2812,4.25
2813,10.62
2814,12.13
2815,9.71
2816,9.52
2817,9.58
2818,10.03
2819,8.98
2820,8.59
2821,13.87
2822,7.84
2823,10.39
2824,9.86
2825,4.27
2826,9.03
2827,12.97
2828,8.11
2829,3.97
2830,9.85
2831,7.35
2832,7.07
2833,10.18
2834,12.46
2835,8.77
2836,10.67
2837,7.18
2838,8.76
2839,6.5
2840,7.51
2841,10.34
2842,13.04
2843,7.33
2844,8.54
2845,8.19
2846,11.98
2847,8.86
2848,12.14
2849,10.55
2850,8.63
2851,6.24
2852,10.62
2853,12.09
2854,8.13
2855,9.09
2856,6.62
2857,15.25
2858,9.33
2859,9.74
2860,12.38
2861,10.02
2862,8.46
2863,10.44
2864,11.2
2865,9.96
2866,10.9
2867,15.69
2868,8.87
2869,9.19
2870,9.11
2871,4.02
2872,7.61
2873,10.74
2874,7.03
2875,12.42
2876,13.19
2877,7.54
2878,9.64
2879,8.87
2880,13.95
2881,10.81
2882,13.34
2883,15.38
2884,11.59
2885,8.78
2886,6.67
2887,10.18
2888,5.9
2889,8.6
2890,11.17
2891,10.2
2892,8.8
2893,13.87
2894,9.02
2895,8.35
2896,7.27
2897,7.96
2898,11.35
2899,7.6
2900,8.57
2901,10.98
2902,7.82
2903,6.6
2904,11.11
2905,12.8
2906,9.34
2907,8.96
2908,7.92
2909,10.3
2910,12.23
2911,10.39
2912,9.88
2913,9.69
2914,6.72
2915,10.49
2916,9.17
2917,9.38
2918,7.78
2919,11.78
2920,3.92
2921,6.87
2922,9.58
2923,10.07
2924,11.08
